GEO_ID,NAME,S1902_C01_001E,S1902_C01_001M,S1902_C02_001E,S1902_C02_001M,S1902_C01_002E,S1902_C01_002M,S1902_C02_002E,S1902_C02_002M,S1902_C01_003E,S1902_C01_003M,S1902_C02_003E,S1902_C02_003M,S1902_C01_004E,S1902_C01_004M,S1902_C02_004E,S1902_C02_004M,S1902_C01_005E,S1902_C01_005M,S1902_C02_005E,S1902_C02_005M,S1902_C01_006E,S1902_C01_006M,S1902_C02_006E,S1902_C02_006M,S1902_C01_007E,S1902_C01_007M,S1902_C02_007E,S1902_C02_007M,S1902_C01_008E,S1902_C01_008M,S1902_C02_008E,S1902_C02_008M,S1902_C01_009E,S1902_C01_009M,S1902_C02_009E,S1902_C02_009M,S1902_C01_010E,S1902_C01_010M,S1902_C02_010E,S1902_C02_010M,S1902_C01_011E,S1902_C01_011M,S1902_C02_011E,S1902_C02_011M,S1902_C01_012E,S1902_C01_012M,S1902_C02_012E,S1902_C02_012M,S1902_C01_013E,S1902_C01_013M,S1902_C02_013E,S1902_C02_013M,S1902_C01_014E,S1902_C01_014M,S1902_C02_014E,S1902_C02_014M,S1902_C01_015E,S1902_C01_015M,S1902_C02_015E,S1902_C02_015M,S1902_C01_016E,S1902_C01_016M,S1902_C02_016E,S1902_C02_016M,S1902_C01_017E,S1902_C01_017M,S1902_C02_017E,S1902_C02_017M,S1902_C01_018E,S1902_C01_018M,S1902_C02_018E,S1902_C02_018M,S1902_C01_019E,S1902_C01_019M,S1902_C02_019E,S1902_C02_019M,S1902_C01_020E,S1902_C01_020M,S1902_C02_020E,S1902_C02_020M,S1902_C01_021E,S1902_C01_021M,S1902_C02_021E,S1902_C02_021M,S1902_C01_022E,S1902_C01_022M,S1902_C02_022E,S1902_C02_022M,S1902_C01_023E,S1902_C01_023M,S1902_C02_023E,S1902_C02_023M,S1902_C01_024E,S1902_C01_024M,S1902_C02_024E,S1902_C02_024M,S1902_C01_025E,S1902_C01_025M,S1902_C02_025E,S1902_C02_025M,S1902_C01_026E,S1902_C01_026M,S1902_C02_026E,S1902_C02_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_027E,S1902_C02_027M
1400000US17111871205,"Census Tract 8712.05, McHenry County, Illinois",1750,127,85084,12093,92.1,3.3,80557,12736,17.7,5.5,2423,1037,21,4.6,17397,2852,1.3,1.2,5818,2307,0,1.7,-,**,16,3.9,33086,26493,1228,126,93250,15670,7.7,5.2,N,N,28.3,6.9,N,N,43,7.9,N,N,10.8,6.4,N,N,9.2,5.3,N,N,0.9,1.4,N,N,4842,338,31282,5029,90.8,4.3,30048,4599,1.9,2.2,57506,6691,0,0.6,-,**,2.6,2.4,74469,81278,0,0.6,-,**,1.4,1.9,19495,12575,3.4,2.5,21247,12279,8.1,3.4,20710,4107,85.9,4.9,30855,4802,22.9,(X),(X),(X),22.6,(X),(X),(X),20.7,(X),(X),(X)
1400000US17111871206,"Census Tract 8712.06, McHenry County, Illinois",2151,115,127445,15071,92.1,3.1,126610,14877,21.8,5.3,6689,3275,13.8,4.7,19963,3463,1,1.1,18457,15279,1.4,1.3,4267,2303,10.6,4.5,38019,15444,1767,136,136801,17268,5.9,3.1,60446,23555,15.5,4.9,95712,15765,58,6.7,154364,29774,6.8,4.2,121459,47603,11.9,5.2,153382,18357,1.9,2,123824,30518,6524,289,42443,5200,90,2.8,43970,5873,0,0.5,-,**,0,0.5,-,**,8.8,2.8,28160,8063,0,0.5,-,**,0.1,0.3,N,N,1,1.1,N,N,5.7,2.6,32969,18683,84.4,3.2,44747,6358,30.4,(X),(X),(X),29.9,(X),(X),(X),23.1,(X),(X),(X)
1400000US17111871207,"Census Tract 8712.07, McHenry County, Illinois",1714,112,104920,13470,85.6,4.2,99581,10564,22.3,6.4,21810,10675,19.5,4,22266,3310,0.4,0.6,4433,47,2.5,2.7,4724,3437,7.4,3.2,100639,116406,1179,117,107200,11357,9.8,4.2,66592,28859,26.3,8.2,83236,30580,35.7,8.5,116603,13051,7,4.9,98475,25931,18.5,6.3,146016,25153,2.6,2.7,121484,65263,4803,354,38370,4729,87.5,5.7,39809,5486,0.5,0.8,N,N,0,0.6,-,**,6.6,3.9,36855,42715,0,0.6,-,**,3.2,4.4,29870,1509,2.3,3.3,4981,1517,13.3,5.9,24412,7377,77.3,6.6,42053,5933,26.1,(X),(X),(X),28.2,(X),(X),(X),20.5,(X),(X),(X)
1400000US17111871208,"Census Tract 8712.08, McHenry County, Illinois",1289,74,102427,9716,91.1,5.1,101245,9177,28.5,7,9225,8556,16.9,5.5,15476,6173,0.7,1.2,2511,21,0,2.3,-,**,10.6,4.3,38641,12661,1145,95,107361,8959,3.7,2.6,74021,30476,21.1,7.6,89031,18345,36.1,10.1,114138,15891,15.6,6.7,81862,11769,18.8,6.8,142361,23535,4.7,4.8,108776,33195,4190,245,31979,2866,93.8,5,32929,3039,0.4,0.6,-,**,0,0.7,-,**,5.2,5,19044,10324,0,0.7,-,**,0.4,0.7,N,N,0.2,0.4,N,N,3.5,3.8,18849,11566,90.7,6.3,33400,3209,17.5,(X),(X),(X),18.4,(X),(X),(X),12.4,(X),(X),(X)
1400000US17111871209,"Census Tract 8712.09, McHenry County, Illinois",1487,145,65551,7902,87.5,5.9,65704,8795,7.1,4.5,12073,9895,15.6,6.1,17182,4054,3.6,3.6,15943,5480,1.5,1.8,741,506,15.4,5.8,20311,11494,844,137,71903,10314,9.8,7.3,N,N,18.6,10.2,N,N,38.5,12.2,N,N,23.1,14.2,N,N,5.7,5.7,N,N,4.3,4.7,N,N,3173,329,31134,3706,95.8,3.9,30788,3770,0,0.9,-,**,0.9,1.3,N,N,2.2,3.4,31773,6552,0,0.9,-,**,1,1.7,N,N,0,0.9,-,**,4.3,2.6,26926,13041,91.6,5.1,30967,3893,20.8,(X),(X),(X),26.8,(X),(X),(X),15.8,(X),(X),(X)
1400000US17111871301,"Census Tract 8713.01, McHenry County, Illinois",1755,83,85631,9652,82.7,5,85819,11224,28.8,6.2,10512,3288,28.8,4.9,17104,1949,2.5,2,12027,7858,1.4,1.4,6321,3040,15.4,3.1,37579,14515,1148,105,103075,15229,8.4,4.5,63540,29692,29.2,7.6,71661,25830,33,6.5,131265,17594,10.7,4.2,88632,22684,11.8,5.6,142949,49474,6.9,5.2,103938,30295,4697,429,32533,4132,92.5,3.6,33561,4338,0.2,0.4,N,N,0,0.6,-,**,3.3,2.3,24411,22237,0,0.6,-,**,3,3,10262,4405,1,1,N,N,13.7,6.6,17010,6363,82.3,6.5,35251,4864,13.9,(X),(X),(X),17.5,(X),(X),(X),11,(X),(X),(X)
1400000US17111871304,"Census Tract 8713.04, McHenry County, Illinois",1230,104,92522,12563,81.1,4.7,97586,13383,35,7,10236,4562,27,5.4,18821,1971,1.9,2.2,4691,3679,1.1,1.7,25336,14,23.3,7.1,14931,4940,930,110,103812,15046,12.6,5.4,N,N,30.3,8.3,N,N,35.1,8.3,N,N,10.4,5.1,N,N,10.5,5.7,N,N,1.1,1.7,N,N,3309,249,34616,4382,95.1,3.5,35621,4612,0,0.9,-,**,0,0.9,-,**,2.5,3.3,14473,13891,0,0.9,-,**,0,0.9,-,**,2.4,1.4,15473,16254,1.2,1.5,N,N,93.9,3.8,35989,4602,19.7,(X),(X),(X),22.4,(X),(X),(X),13.2,(X),(X),(X)
1400000US17111871305,"Census Tract 8713.05, McHenry County, Illinois",1998,97,119012,9971,89.4,4.6,121777,11462,30.7,6.2,5364,2308,18.2,3.8,20312,5086,1,1.3,6616,3776,3.2,3.2,7478,4243,8.2,3.3,25982,11128,1816,103,125394,10777,6.3,3.8,N,N,31.7,7.5,N,N,39.6,7.1,N,N,6.1,3.2,N,N,14.8,4.9,N,N,1.4,1.5,N,N,6566,474,36582,3410,97,1.9,37094,3582,0.7,0.9,N,N,0,0.5,-,**,2,1.7,17359,12142,0,0.5,-,**,0.3,0.4,N,N,0.1,0.1,47733,88323,13.3,4.4,15697,5425,84.4,4.5,40499,4501,25.1,(X),(X),(X),26.8,(X),(X),(X),18.9,(X),(X),(X)
1400000US17111871306,"Census Tract 8713.06, McHenry County, Illinois",2708,168,100623,6739,85.7,3.4,104699,8000,30.9,5.9,9969,4364,19.6,4.6,20587,2780,2.1,1.8,6888,3258,1.6,1.4,9160,4881,10.5,3.5,17083,4485,2274,161,110293,7465,9.7,3.9,37192,15109,18.4,5,88368,14461,45.2,6,132741,11864,5.3,2.6,70262,27524,15.4,4.8,137655,16721,5.9,3.8,92015,19397,8073,408,34202,2386,91.9,2.6,34773,2717,0.2,0.3,7982,4292,0.1,0.2,N,N,3.6,1.8,37128,17333,0,0.4,-,**,3,2.8,25138,5809,1.2,1,N,N,8.3,3,26398,3622,87.4,3,35096,2813,21,(X),(X),(X),19.4,(X),(X),(X),13.9,(X),(X),(X)
1400000US17111871307,"Census Tract 8713.07, McHenry County, Illinois",1658,65,105150,9094,90.7,2.8,102410,8893,25.8,5,7381,6119,18.8,3.7,20499,2025,0.8,1.2,12985,16,0.7,1.1,2233,16,14.8,3.9,35319,13310,1423,74,111438,10190,6.6,2.7,N,N,27.3,7,N,N,34.2,7.7,N,N,10,5.1,N,N,19,6,N,N,2.8,3,N,N,5244,315,33821,3272,86.8,6,37936,3365,0,0.6,-,**,0,0.6,-,**,0,0.6,-,**,0,0.6,-,**,12.3,6.1,7075,2806,0.9,0.8,1567,1764,14.9,5.5,9630,3664,84.2,5.5,38441,3400,23.7,(X),(X),(X),24.2,(X),(X),(X),15.8,(X),(X),(X)
1400000US17111871310,"Census Tract 8713.10, McHenry County, Illinois",1593,59,100266,7196,88.3,4.4,97000,8287,32.1,8.4,5952,2900,24.7,5.1,19536,3173,2.3,2.5,28281,19165,0,1.9,-,**,14.9,6.2,31106,10338,1281,90,108676,8275,7.7,5.3,49606,24964,29.3,8.5,83443,15967,33.6,7.3,120228,11356,9.7,4.4,108078,32078,17.3,6.1,157136,25083,2.3,2.2,96947,28814,4486,226,36049,2800,99.4,0.7,35735,2867,0,0.7,-,**,0,0.7,-,**,0,0.7,-,**,0,0.7,-,**,0.6,0.7,N,N,0,0.7,-,**,5.3,4.1,26467,14108,94.7,4.1,36584,2933,23.2,(X),(X),(X),27.4,(X),(X),(X),20.9,(X),(X),(X)
1400000US17111871311,"Census Tract 8713.11, McHenry County, Illinois",1651,105,87454,15144,94.5,4.2,83419,14494,10.5,4,5640,2921,17.3,5.2,22113,8854,1.7,2.1,4068,2547,2.8,2.2,11578,1977,8.5,4.2,33998,13493,1145,145,96820,18384,7,5.8,N,N,24.9,8.1,N,N,48.6,9.4,N,N,12.8,6,N,N,5.1,4,N,N,1.6,2.5,N,N,4494,493,33116,6099,77.9,8.2,34822,7519,3.9,4.6,48129,45333,0.4,0.6,N,N,3.2,2.6,42390,20100,0,0.7,-,**,9.7,9.1,20341,10960,4.9,3.9,13315,13721,22.4,5.9,21991,6629,67.4,6.7,36377,8438,23.3,(X),(X),(X),21.9,(X),(X),(X),18.3,(X),(X),(X)
1400000US17111871402,"Census Tract 8714.02, McHenry County, Illinois",2267,155,106599,16398,86.9,4.4,107033,18786,33.1,7.2,9131,4216,23.1,4.9,19920,2500,3.4,2.4,8904,3608,0.7,1.1,253,11,12.3,4.2,24751,10278,1574,185,119239,22811,9,3.9,65452,19236,27.4,8.5,106212,68410,39.8,8.8,144088,20871,10.9,5.5,72690,27233,9.3,5,131156,27598,3.6,3.1,189089,100321,6211,390,39509,6219,91.2,7,41229,6664,0.1,0.1,N,N,0,0.5,-,**,3.5,3.6,42560,45321,0,0.5,-,**,4.2,5,8713,6117,1.1,1.4,4580,7603,7.4,6.4,12136,7928,88.6,7.4,41837,6853,21.3,(X),(X),(X),23,(X),(X),(X),19.5,(X),(X),(X)
1400000US17111871404,"Census Tract 8714.04, McHenry County, Illinois",1675,76,87229,7016,86.4,3.3,87638,7334,25,5.1,8827,7213,27.1,4.8,19119,1464,0.9,1,5487,4406,0,1.8,-,**,13.1,3.7,20879,5195,1121,90,100769,8880,4.5,2.8,N,N,33.1,7.1,N,N,42.7,7.5,N,N,10.9,5.6,N,N,6.4,3.3,N,N,2.4,3.5,N,N,4434,225,33076,3081,89,4.8,34287,3273,3.8,3.3,18286,10413,0,0.7,-,**,4.6,3.3,30093,8557,0,0.7,-,**,1.8,1.5,13090,11733,0.7,1,N,N,9.1,3,18931,8140,82.4,5,35496,3312,30.3,(X),(X),(X),28.5,(X),(X),(X),23.5,(X),(X),(X)
1400000US17111871500,"Census Tract 8715, McHenry County, Illinois",4619,257,83511,7228,65.6,3.6,87462,9925,37.3,4.5,13055,4327,47.7,3.5,21692,1362,1.5,1.1,18300,5037,1.2,1.1,4025,2936,35.1,4,25771,4335,3401,252,96382,9688,28.3,4.2,62849,9246,25.7,5.7,79483,13180,31.7,5.8,129630,19057,5.1,2.1,135753,41525,7.4,2.8,118159,13650,1.8,1.7,79180,43356,10883,494,36074,3207,96.8,2.4,36662,3333,0.9,1,30363,3388,0,0.3,-,**,1.3,1.4,17207,5818,0,0.3,-,**,0.4,0.6,24021,2272,0.6,1,-,**,5.3,1.9,33183,15197,92,2.9,36829,3346,24,(X),(X),(X),22.1,(X),(X),(X),17,(X),(X),(X)
1400000US17111871600,"Census Tract 8716, McHenry County, Illinois",1801,105,109525,8478,85.8,4.3,108377,9519,27,4.2,17766,8597,24.7,4.7,20291,2285,0.5,0.6,14822,880,1.4,1.4,8185,1699,16.3,4.6,31342,13832,1307,91,117370,11393,9.9,4.4,58911,24578,21.5,6,88784,18438,47.2,7.3,115987,10249,5.4,2.6,96904,31067,11.2,4.1,174272,27063,4.7,3.4,270847,56106,4769,302,41935,3531,95.3,1.9,43079,3732,0.1,0.1,N,N,0.2,0.2,6575,23465,0.9,0.7,25774,21156,0,0.6,-,**,1.9,1.4,17828,2099,1.6,1.4,7795,11664,6.8,2.5,16751,7165,90.5,2.8,44493,3731,24.8,(X),(X),(X),28.8,(X),(X),(X),18.4,(X),(X),(X)
1400000US17113000102,"Census Tract 1.02, McLean County, Illinois",2547,198,60296,6039,83.7,5.1,56559,7400,22.3,4.5,7951,4495,21.9,3.9,14457,2364,1.8,1.5,8078,2165,1.9,1.9,1416,1407,16.5,4,38915,11045,1161,130,92720,10983,15.4,5.7,N,N,17.3,5.8,N,N,36.4,8.1,N,N,15.8,7,N,N,12.7,5.7,N,N,2.4,3.7,N,N,7318,626,22397,1939,86.2,5.3,23994,2347,5.6,3,15752,7188,0.6,0.5,16664,23701,0.5,0.5,3100,1159,0,0.4,-,**,3.4,2.8,10244,13902,3.7,3.3,9815,8195,5.1,3.1,12342,10146,84.9,5.5,24079,2382,30.5,(X),(X),(X),21.7,(X),(X),(X),27.6,(X),(X),(X)
1400000US17113000104,"Census Tract 1.04, McLean County, Illinois",4253,193,64242,5680,86.4,3.4,66581,6323,20.8,4.7,10126,9590,11.8,3.2,15372,2562,2,1.5,13087,5000,3.1,1.9,2575,2485,6.9,2.7,20803,8891,2581,220,83999,8016,6.6,3,N,N,27.9,7.8,N,N,45.8,7,N,N,12.5,5.6,N,N,6.6,3.9,N,N,0.6,0.9,N,N,12446,638,22562,1926,78.2,4.2,24310,2478,11.3,2.8,16949,6643,0,0.2,-,**,5.9,2.2,20027,7256,0.1,0.2,N,N,1.6,1.5,13127,6701,2.9,1.6,8510,10021,7.9,2.9,13239,5703,73.1,3.8,24974,2592,30.1,(X),(X),(X),27.7,(X),(X),(X),27.1,(X),(X),(X)
1400000US17113000105,"Census Tract 1.05, McLean County, Illinois",1661,114,89649,7992,85.6,4.9,88565,8350,35.9,6.3,5288,2913,17.3,4.9,20833,2627,1.9,2.1,12763,460,0.7,1.1,183,13,17.9,4.4,35649,8963,1046,127,114724,10853,11.1,5.1,N,N,21.2,6.2,N,N,48.7,8.7,N,N,4.5,3.1,N,N,11.2,5.3,N,N,3.3,3.6,N,N,4104,298,36943,3013,95.9,2.6,37218,3150,0.6,0.8,N,N,0,0.7,-,**,1.7,1.4,34442,28061,0,0.7,-,**,0.3,0.6,N,N,1.5,1.4,N,N,3.2,3.5,16722,11436,93.1,4.3,37818,3242,15.3,(X),(X),(X),13,(X),(X),(X),9,(X),(X),(X)
1400000US17113000200,"Census Tract 2, McLean County, Illinois",266,51,14166,3068,96.2,4.2,13895,3167,0,10.7,-,**,0,10.7,-,**,0,10.7,-,**,0,10.7,-,**,9,11.1,7088,6512,24,26,N,N,0,58.2,N,N,33.3,54,N,N,66.7,54,N,N,0,58.2,N,N,0,58.2,N,N,0,58.2,N,N,4705,575,3550,480,86.8,2.6,3608,613,6.7,2.5,2624,1041,0,0.1,N,N,2.1,1.2,1501,1190,0.2,0.4,N,N,2.4,1.7,5858,5787,1.7,1.3,3901,2485,5,1.7,4834,2960,84.4,2.6,3601,630,59.8,(X),(X),(X),0,(X),(X),(X),47.9,(X),(X),(X)
1400000US17113000301,"Census Tract 3.01, McLean County, Illinois",1527,165,46933,6879,83.6,6,41943,7813,21.9,5.5,8525,5068,16.4,4.8,19410,3634,3.9,3.1,7442,3333,1.8,1.7,1604,1644,17.6,5.2,32375,9861,572,93,80258,13514,16.4,8.3,N,N,44.8,13.4,N,N,27.1,11.8,N,N,7.5,7.9,N,N,2.8,3.5,N,N,1.4,2.3,N,N,3828,562,20197,2792,79.7,7,22444,3440,9.9,7,11625,5236,0,0.8,-,**,3.7,3.4,18187,12328,0,0.8,-,**,0.7,0.5,N,N,6.1,3.1,8221,5893,4.5,3.3,3477,3482,77.2,7,22999,3394,21.6,(X),(X),(X),22.9,(X),(X),(X),21.6,(X),(X),(X)
1400000US17113000302,"Census Tract 3.02, McLean County, Illinois",2383,163,68586,6103,85,4.7,61822,6215,25.9,7.1,13522,11025,22,4.2,21144,3049,6.8,4.1,7571,2813,1.3,1.5,2984,3386,23.5,4.9,27825,8665,1586,180,81643,9370,11.6,6.6,78997,44099,34.9,10.2,56029,11274,35.5,8.5,98923,11218,7.6,4.6,65275,26943,6.2,4.3,124721,17371,4.3,4.1,120844,30777,6323,420,26866,2398,73.7,5.4,31994,2852,20.1,5,12441,5020,0.8,1.1,N,N,0.5,0.6,51013,29474,0,0.5,-,**,3.7,3.9,12173,5900,1.2,1.4,N,N,5.3,4.3,9259,4772,72.1,5.9,32649,2851,24,(X),(X),(X),24.7,(X),(X),(X),21.5,(X),(X),(X)
1400000US17113000400,"Census Tract 4, McLean County, Illinois",946,122,53100,5883,91.4,4.1,51561,6263,23.4,6.5,5820,4099,9.2,3.2,15398,4303,1.2,1.8,8491,27,1.1,1.6,2620,17,7.1,2.8,28381,19516,295,57,102609,14264,0,9.7,-,**,14.6,9.5,113116,41468,58,15.7,122219,16761,11.9,8.5,21857,17663,15.6,11,81330,10078,0,9.7,-,**,3205,428,17291,2121,93.4,3.1,17438,2388,3.2,1.8,3172,2029,0,0.9,-,**,0.4,0.5,53150,48268,0,0.9,-,**,1.8,2.7,20244,4758,1.1,1,29386,27758,10.8,5.5,13658,4179,85.2,5.4,17894,2468,36.5,(X),(X),(X),5.4,(X),(X),(X),32.7,(X),(X),(X)
1400000US17113000501,"Census Tract 5.01, McLean County, Illinois",1269,110,55899,18973,89.7,4.7,47158,18592,23.2,6.8,21286,13972,16.6,4.1,20445,4361,2,1.7,16764,1741,0,2.3,-,**,13.1,3.8,27695,10244,373,64,102101,26581,17.2,7.5,N,N,36.2,13.1,N,N,30.6,12.5,N,N,6.4,7.6,N,N,7.8,8.8,N,N,1.9,2.7,N,N,2961,362,24929,9142,95.2,3.1,25254,9494,2.8,2.8,1583,1272,0.2,0.4,N,N,0.7,0.8,N,N,0.6,1,N,N,0.3,0.5,N,N,0.1,0.2,N,N,1.2,1.4,N,N,94.3,3.3,25454,9575,49.6,(X),(X),(X),22.3,(X),(X),(X),35.5,(X),(X),(X)
1400000US17113000502,"Census Tract 5.02, McLean County, Illinois",1156,60,81985,10457,72.5,4.8,73246,7614,53.7,7.8,16902,13693,35.1,4.5,19146,1910,0,2.6,-,**,0,2.6,-,**,31.6,6.7,36388,8199,748,81,89645,6527,20.5,6,N,N,23.5,6.9,N,N,40.8,8.7,N,N,4.5,3.7,N,N,7.5,5,N,N,3.2,4.3,N,N,2617,156,36977,4817,95.6,3,38310,5263,0,1.1,-,**,0,1.1,-,**,2.7,2.6,N,N,0,1.1,-,**,0.7,1.4,-,**,1,0.9,7108,7956,2,1.8,5698,9211,94.3,3.4,38731,5358,18.6,(X),(X),(X),18.4,(X),(X),(X),17.9,(X),(X),(X)
1400000US17113000504,"Census Tract 5.04, McLean County, Illinois",2170,155,58666,5330,78.4,5.3,56803,6695,22.3,5.5,15752,8773,23.7,4.8,16621,2402,7,4.4,7938,1534,1.5,1.7,970,577,18.7,5.1,26080,6541,1134,136,76778,9451,15.1,4.9,N,N,29.1,9.1,N,N,39.2,9.2,N,N,9.7,6.6,N,N,5.6,4.7,N,N,1.4,1.5,N,N,4834,410,27640,3134,81.6,5.6,30235,3644,10.9,3.5,17998,4470,0,0.6,-,**,3.9,3.1,19983,3447,0,0.6,-,**,1,1.5,N,N,2.6,2.4,727,918,7.6,5.1,9449,4549,76,6.9,31780,3792,14,(X),(X),(X),14.8,(X),(X),(X),12.6,(X),(X),(X)
1400000US17113000505,"Census Tract 5.05, McLean County, Illinois",1813,67,140449,8583,91.6,2.3,136785,9746,43.7,6,8357,2863,15.9,2.8,16794,2819,0.4,0.7,19043,19,0.5,0.8,856,20,16.4,3.1,48242,13473,1605,79,146030,9741,7.4,2.3,N,N,25,5.9,N,N,57.8,5.7,N,N,3.2,1.9,N,N,5.7,3.2,N,N,0.8,0.9,N,N,5887,244,43769,2957,81.8,3.5,45546,2984,0.9,0.7,11390,9322,0.6,0.8,-,**,13.8,2.9,37657,12060,0,0.5,-,**,0,0.5,-,**,3,1.6,41083,48685,1.3,1.1,N,N,81,3.7,45820,3007,17.9,(X),(X),(X),18,(X),(X),(X),12,(X),(X),(X)
1400000US17113001103,"Census Tract 11.03, McLean County, Illinois",1340,108,90163,13123,79.2,4.7,92820,15807,22.4,5.4,13241,8950,27.1,5.3,20936,3931,1.3,1.9,16961,8826,1.3,1.4,3265,2651,22.2,5,29741,7917,816,118,95986,6019,16.5,5.9,64575,16927,21.7,8.4,104896,27306,47.1,9.1,107297,7639,10,7.4,71828,45523,4.7,3.4,103911,23585,0,3.6,-,**,3151,280,38814,6008,68.3,7.7,37486,4067,13.2,5.9,50007,45393,0,0.9,-,**,14.6,4.6,41645,8095,0,0.9,-,**,3.2,4.1,14774,21439,0.8,1.1,N,N,3.9,4.6,32401,45033,67.5,8,36713,3917,18.7,(X),(X),(X),18,(X),(X),(X),12.8,(X),(X),(X)
1400000US17113001104,"Census Tract 11.04, McLean County, Illinois",3167,156,104772,7369,88.1,2.4,100657,7339,32.3,5.3,8220,2761,19.7,2.7,20922,2431,0,0.9,-,**,0.4,0.7,2264,13,20.1,4.1,35876,11597,2289,151,117797,10160,10.5,3.2,N,N,22,5.9,N,N,48.9,6.9,N,N,8.6,4.9,N,N,9.1,3.3,N,N,0.8,1.4,N,N,8343,442,40429,3261,80.7,4.3,40248,3744,6.1,2.7,45070,19724,0,0.4,-,**,11.6,3,39923,9184,0,0.4,-,**,0.2,0.4,N,N,1.4,1.6,27630,9538,3.3,3.2,24960,24303,77.8,4.6,41027,3332,26.5,(X),(X),(X),24.7,(X),(X),(X),24.2,(X),(X),(X)
1400000US17113001105,"Census Tract 11.05, McLean County, Illinois",1888,94,84715,6907,92.8,2.8,83037,7104,29.6,6,8382,5240,8.5,2.7,25903,6267,1.4,1.6,18385,8769,0.6,0.9,-,**,6.9,3.3,22253,5142,1274,118,96880,9117,3.6,2.7,78824,51118,26.8,7.4,74477,9269,44.5,8.1,114581,16269,7.8,5.5,56985,21471,17.3,6.3,107814,19197,0,2.3,-,**,5094,269,32295,2810,75.4,4.8,33050,3095,7.8,3.7,27916,9194,0,0.6,-,**,13.9,3,35364,6095,0,0.6,-,**,1.1,1.4,N,N,1.8,1.7,N,N,3.9,3.4,17214,10044,71.5,5.7,33916,3111,18.5,(X),(X),(X),17.7,(X),(X),(X),13.8,(X),(X),(X)
1400000US17113001106,"Census Tract 11.06, McLean County, Illinois",1334,121,69735,17208,89.2,5.1,70203,18062,17,5.7,2819,1475,14.8,6.4,14693,1715,7.9,7,17130,3585,1.9,2.4,1519,2638,10.1,4.3,22235,9628,687,116,71351,11578,5.8,4.7,26218,9134,39.2,13.2,62136,26793,33.8,12.7,81421,10908,10.8,6.8,85351,14920,5.8,3.9,76545,19192,4.7,4.8,93353,25209,2901,389,32693,9243,70.4,9.2,34525,12330,20.6,8.3,27308,6637,0,1,-,**,7.7,4.1,34749,14680,0,1,-,**,0,1,-,**,1.3,1.5,N,N,7.3,5.3,21778,8012,63.1,9.8,36001,13620,26.1,(X),(X),(X),34.5,(X),(X),(X),20.7,(X),(X),(X)
1400000US17113001200,"Census Tract 12, McLean County, Illinois",1176,108,73192,11974,76,6.6,70017,14743,30.3,6.8,14373,5823,30.5,6.7,20930,2446,2.8,4.3,3724,7,0.9,1.3,6970,12,21.4,5.7,40044,16108,613,100,102005,21395,22.3,9.3,N,N,31.6,12.1,N,N,31.8,10.5,N,N,12.4,7.4,N,N,1.8,3,N,N,0,4.8,N,N,2464,397,35358,6562,92.9,4,36117,7459,3.4,2.7,11571,13750,0,1.2,-,**,2.8,3,41073,36277,0,1.2,-,**,0.5,0.8,N,N,0.4,0.7,N,N,17.9,15.3,13658,12314,75.4,14,41495,6118,20.5,(X),(X),(X),26.6,(X),(X),(X),13.5,(X),(X),(X)
1400000US17113001301,"Census Tract 13.01, McLean County, Illinois",833,47,56069,5776,77.8,5.6,57233,5365,26.7,6.4,5345,2732,17.8,3.9,20966,2684,3,2.4,7120,2127,3.7,3.1,3668,4638,15.5,5.1,33941,10971,387,57,72518,8087,16.3,6.9,N,N,22.5,9.2,N,N,50.1,11.5,N,N,2.1,2.7,N,N,7.5,5.3,N,N,1.6,2.3,N,N,1894,162,26382,2384,87.2,5.2,27902,3061,6.7,4,19909,11450,0,1.6,-,**,1.6,2.2,N,N,0,1.6,-,**,0,1.6,-,**,4.6,4,N,N,6.9,5,7482,3843,81.4,6.3,29263,2926,24.1,(X),(X),(X),17.8,(X),(X),(X),25.4,(X),(X),(X)
1400000US17113001302,"Census Tract 13.02, McLean County, Illinois",453,74,45730,8372,81.2,10.1,48186,9267,12.8,7.3,4657,2921,15.2,7.4,10986,3897,2.6,2.7,10675,908,0.9,1.8,200,21,2.6,3.2,66425,51902,77,33,96796,26845,9.1,14.4,N,N,37.7,20,N,N,48.1,22.4,N,N,0,31.1,N,N,5.2,9.2,N,N,0,31.1,N,N,2414,343,10821,2227,82.2,6.7,11551,2578,7.3,3.7,6365,2788,0.8,0.8,N,N,8,4.4,8902,8563,0,1.2,-,**,1.7,1.9,6990,8010,0,1.2,-,**,4.8,2.9,14735,9838,78.8,6.6,11284,2683,27.6,(X),(X),(X),6.5,(X),(X),(X),32.4,(X),(X),(X)
1400000US17113001303,"Census Tract 13.03, McLean County, Illinois",632,76,43868,7097,78.2,6.8,45851,7518,13,5.5,4598,4807,19.6,5.6,13349,2411,7,4.7,6475,1831,1.3,1.6,800,182,15,5.1,25684,7712,296,69,57574,11521,8.1,8,N,N,38.2,14.3,N,N,35.8,12.4,N,N,13.9,10.4,N,N,4.1,4.5,N,N,0,9.6,N,N,1414,226,20356,3381,90.1,6.9,21713,3828,5.4,5.2,8753,8234,0,2.1,-,**,1.7,3,12758,5116,0,2.1,-,**,0,2.1,-,**,2.8,2.9,3735,5131,1.1,1.6,N,N,89,7.1,21741,3884,22,(X),(X),(X),26.7,(X),(X),(X),15.8,(X),(X),(X)
